song,feature,score,playlist
44,valence,0.469,2020
44,tempo,78.477,2020
44,type,audio_features,2020
44,id,2N4idqj9TT3HnH2OFT9j0v,2020
44,uri,spotify,2020
44,track_href,https,2020
44,analysis_url,https,2020
44,duration_ms,181587,2020
44,time_signature,4,2020
45,danceability,0.876,2020
45,energy,0.479,2020
45,key,4,2020
45,loudness,-6.687,2020
45,mode,0,2020
45,speechiness,0.44,2020
45,acousticness,0.703,2020
45,instrumentalness,0,2020
45,liveness,0.102,2020
45,valence,0.776,2020
45,tempo,133.858,2020
45,type,audio_features,2020
45,id,4zTPYAf5scZdp0LnwPPeWK,2020
45,uri,spotify,2020
45,track_href,https,2020
45,analysis_url,https,2020
45,duration_ms,115200,2020
45,time_signature,4,2020
46,danceability,0.542,2020
46,energy,0.906,2020
46,key,9,2020
46,loudness,-4.213,2020
46,mode,1,2020
46,speechiness,0.0491,2020
46,acousticness,0.021,2020
46,instrumentalness,0.00043,2020
46,liveness,0.377,2020
46,valence,0.515,2020
46,tempo,120.014,2020
46,type,audio_features,2020
46,id,6CES1554HcWMIVroJfmmBm,2020
46,uri,spotify,2020
46,track_href,https,2020
46,analysis_url,https,2020
46,duration_ms,245456,2020
46,time_signature,4,2020
47,danceability,0.559,2020
47,energy,0.871,2020
47,key,5,2020
47,loudness,-5.338,2020
47,mode,0,2020
47,speechiness,0.0392,2020
47,acousticness,7.53e-06,2020
47,instrumentalness,0.00524,2020
47,liveness,0.096,2020
47,valence,0.573,2020
47,tempo,104.976,2020
47,type,audio_features,2020
47,id,1H7zdcRD0gLGQY0w5ejGgX,2020
47,uri,spotify,2020
47,track_href,https,2020
47,analysis_url,https,2020
47,duration_ms,213920,2020
47,time_signature,4,2020
48,danceability,0.658,2020
48,energy,0.575,2020
48,key,1,2020
48,loudness,-11.493,2020
48,mode,1,2020
48,speechiness,0.0332,2020
48,acousticness,0.677,2020
48,instrumentalness,0.253,2020
48,liveness,0.0985,2020
48,valence,0.832,2020
48,tempo,149.274,2020
48,type,audio_features,2020
48,id,4c7k0jGOFR1OraHvE3BszV,2020
48,uri,spotify,2020
48,track_href,https,2020
48,analysis_url,https,2020
48,duration_ms,221653,2020
48,time_signature,4,2020
49,danceability,0.661,2020
49,energy,0.869,2020
49,key,5,2020
49,loudness,-5.477,2020
49,mode,1,2020
49,speechiness,0.0334,2020
49,acousticness,0.078,2020
49,instrumentalness,0.924,2020
49,liveness,0.398,2020
49,valence,0.8,2020
49,tempo,126.971,2020
49,type,audio_features,2020
49,id,2gNfxysfBRfl9Lvi9T3v6R,2020
49,uri,spotify,2020
49,track_href,https,2020
49,analysis_url,https,2020
49,duration_ms,108547,2020
49,time_signature,4,2020
50,danceability,0.433,2020
50,energy,0.444,2020
50,key,8,2020
50,loudness,-9.911,2020
50,mode,0,2020
50,speechiness,0.0372,2020
50,acousticness,0.013,2020
50,instrumentalness,0.856,2020
50,liveness,0.121,2020
50,valence,0.0356,2020
50,tempo,128.01,2020
50,type,audio_features,2020
50,id,31NiyZrUd1r4icY7xkvnWv,2020
50,uri,spotify,2020
50,track_href,https,2020
50,analysis_url,https,2020
50,duration_ms,633187,2020
50,time_signature,4,2020
51,danceability,0.47,2020
51,energy,0.58,2020
51,key,0,2020
51,loudness,-10.822,2020
51,mode,1,2020
51,speechiness,0.025,2020
51,acousticness,0.118,2020
51,instrumentalness,1.14e-06,2020
51,liveness,0.158,2020
51,valence,0.601,2020
51,tempo,94.907,2020
51,type,audio_features,2020
51,id,0s6pGOvS0AaqNemE1foyDm,2020
51,uri,spotify,2020
51,track_href,https,2020
51,analysis_url,https,2020
51,duration_ms,228400,2020
51,time_signature,4,2020
52,danceability,0.573,2020
52,energy,0.473,2020
52,key,8,2020
52,loudness,-10.839,2020
52,mode,0,2020
52,speechiness,0.0268,2020
52,acousticness,0.0944,2020
52,instrumentalness,0.397,2020
52,liveness,0.199,2020
52,valence,0.515,2020
52,tempo,77.494,2020
52,type,audio_features,2020
52,id,36rqjSUBaArtMBLWrzwInc,2020
52,uri,spotify,2020
52,track_href,https,2020
52,analysis_url,https,2020
52,duration_ms,227653,2020
52,time_signature,4,2020
53,danceability,0.588,2020
53,energy,0.855,2020
53,key,9,2020
53,loudness,-6.153,2020
53,mode,1,2020
53,speechiness,0.0372,2020
53,acousticness,0.0735,2020
53,instrumentalness,0.815,2020
53,liveness,0.128,2020
53,valence,0.717,2020
53,tempo,141.941,2020
53,type,audio_features,2020
53,id,1zFbBrZmJr1Z49HYe84dBg,2020
53,uri,spotify,2020
53,track_href,https,2020
53,analysis_url,https,2020
53,duration_ms,211165,2020
53,time_signature,4,2020
54,danceability,0.603,2020
54,energy,0.743,2020
54,key,7,2020
54,loudness,-6.569,2020
54,mode,1,2020
54,speechiness,0.0395,2020
54,acousticness,0.24,2020
54,instrumentalness,0.00392,2020
54,liveness,0.147,2020
54,valence,0.533,2020
54,tempo,162.265,2020
54,type,audio_features,2020
54,id,1KPDAA9zyJXcEDvFW5inYi,2020
54,uri,spotify,2020
54,track_href,https,2020
54,analysis_url,https,2020
54,duration_ms,158474,2020
54,time_signature,4,2020
55,danceability,0.308,2020
55,energy,0.963,2020
55,key,9,2020
55,loudness,-2.296,2020
55,mode,0,2020
55,speechiness,0.108,2020
55,acousticness,0.0205,2020
55,instrumentalness,1.41e-06,2020
55,liveness,0.351,2020
55,valence,0.402,2020
55,tempo,179.938,2020
55,type,audio_features,2020
55,id,34f3ORov4gpfKOc0gie07w,2020
55,uri,spotify,2020
55,track_href,https,2020
55,analysis_url,https,2020
55,duration_ms,178889,2020
55,time_signature,4,2020
56,danceability,0.785,2020
56,energy,0.285,2020
56,key,4,2020
56,loudness,-14.635,2020
56,mode,1,2020
56,speechiness,0.0312,2020
56,acousticness,0.782,2020
56,instrumentalness,0.548,2020
56,liveness,0.0995,2020
56,valence,0.634,2020
56,tempo,89.875,2020
56,type,audio_features,2020
56,id,7nxi8DUA9Iw6nnpGN3M9Zd,2020
56,uri,spotify,2020
56,track_href,https,2020
56,analysis_url,https,2020
56,duration_ms,248172,2020
56,time_signature,4,2020
57,danceability,0.653,2020
57,energy,0.91,2020
57,key,10,2020
57,loudness,-3.36,2020
57,mode,1,2020
57,speechiness,0.0566,2020
57,acousticness,0.0079,2020
57,instrumentalness,0,2020
57,liveness,0.318,2020
57,valence,0.0921,2020
57,tempo,126.047,2020
57,type,audio_features,2020
57,id,57p8CBvPOxrvyCbn6ttl5r,2020
57,uri,spotify,2020
57,track_href,https,2020
57,analysis_url,https,2020
