song,feature,score,playlist
20,uri,spotify,2016
20,track_href,https,2016
20,analysis_url,https,2016
20,duration_ms,161693,2016
20,time_signature,4,2016
21,danceability,0.369,2016
21,energy,0.122,2016
21,key,1,2016
21,loudness,-14.855,2016
21,mode,0,2016
21,speechiness,0.0322,2016
21,acousticness,0.982,2016
21,instrumentalness,8.89e-06,2016
21,liveness,0.379,2016
21,valence,0.135,2016
21,tempo,112.093,2016
21,type,audio_features,2016
21,id,4oOxjmnAN57PlsR6wRi2um,2016
21,uri,spotify,2016
21,track_href,https,2016
21,analysis_url,https,2016
21,duration_ms,123027,2016
21,time_signature,4,2016
22,danceability,0.521,2016
22,energy,0.207,2016
22,key,7,2016
22,loudness,-12.859,2016
22,mode,0,2016
22,speechiness,0.0378,2016
22,acousticness,0.979,2016
22,instrumentalness,5.71e-06,2016
22,liveness,0.0893,2016
22,valence,0.162,2016
22,tempo,105.164,2016
22,type,audio_features,2016
22,id,2vwW4m0rCSgC88O9TORLQ8,2016
22,uri,spotify,2016
22,track_href,https,2016
22,analysis_url,https,2016
22,duration_ms,168240,2016
22,time_signature,4,2016
23,danceability,0.342,2016
23,energy,0.0533,2016
23,key,8,2016
23,loudness,-14.343,2016
23,mode,1,2016
23,speechiness,0.05,2016
23,acousticness,0.935,2016
23,instrumentalness,0,2016
23,liveness,0.154,2016
23,valence,0.0786,2016
23,tempo,66.15,2016
23,type,audio_features,2016
23,id,6JaykGXcSg2XmTLJX98hdI,2016
23,uri,spotify,2016
23,track_href,https,2016
23,analysis_url,https,2016
23,duration_ms,230640,2016
23,time_signature,5,2016
24,danceability,0.749,2016
24,energy,0.714,2016
24,key,4,2016
24,loudness,-5.055,2016
24,mode,1,2016
24,speechiness,0.199,2016
24,acousticness,0.102,2016
24,instrumentalness,0.00794,2016
24,liveness,0.173,2016
24,valence,0.782,2016
24,tempo,96.515,2016
24,type,audio_features,2016
24,id,7cXTeKWKBt9IPEado3XGpk,2016
24,uri,spotify,2016
24,track_href,https,2016
24,analysis_url,https,2016
24,duration_ms,189827,2016
24,time_signature,4,2016
25,danceability,0.574,2016
25,energy,0.8,2016
25,key,1,2016
25,loudness,-5.686,2016
25,mode,0,2016
25,speechiness,0.0405,2016
25,acousticness,0.0356,2016
25,instrumentalness,0.00157,2016
25,liveness,0.424,2016
25,valence,0.421,2016
25,tempo,73.588,2016
25,type,audio_features,2016
25,id,70WY0OFaz7293OjqeUPJnL,2016
25,uri,spotify,2016
25,track_href,https,2016
25,analysis_url,https,2016
25,duration_ms,228056,2016
25,time_signature,4,2016
26,danceability,0.531,2016
26,energy,0.247,2016
26,key,11,2016
26,loudness,-14.865,2016
26,mode,1,2016
26,speechiness,0.0557,2016
26,acousticness,0.952,2016
26,instrumentalness,0,2016
26,liveness,0.0888,2016
26,valence,0.605,2016
26,tempo,145.994,2016
26,type,audio_features,2016
26,id,6pqU8jhjSDZcRHg1ylI92N,2016
26,uri,spotify,2016
26,track_href,https,2016
26,analysis_url,https,2016
26,duration_ms,118600,2016
26,time_signature,1,2016
27,danceability,0.28,2016
27,energy,0.0155,2016
27,key,10,2016
27,loudness,-19.441,2016
27,mode,1,2016
27,speechiness,0.0345,2016
27,acousticness,0.991,2016
27,instrumentalness,0,2016
27,liveness,0.132,2016
27,valence,0.123,2016
27,tempo,90.253,2016
27,type,audio_features,2016
27,id,2akWcTfxTC9G5xtuD8pOIM,2016
27,uri,spotify,2016
27,track_href,https,2016
27,analysis_url,https,2016
27,duration_ms,112160,2016
27,time_signature,5,2016
28,danceability,0.572,2016
28,energy,0.33,2016
28,key,9,2016
28,loudness,-8.756,2016
28,mode,1,2016
28,speechiness,0.0278,2016
28,acousticness,0.378,2016
28,instrumentalness,0.00266,2016
28,liveness,0.126,2016
28,valence,0.232,2016
28,tempo,135.116,2016
28,type,audio_features,2016
28,id,3dsd09qrt34YuS6NPbQtYq,2016
28,uri,spotify,2016
28,track_href,https,2016
28,analysis_url,https,2016
28,duration_ms,231839,2016
28,time_signature,4,2016
29,danceability,0.567,2016
29,energy,0.659,2016
29,key,4,2016
29,loudness,-7.196,2016
29,mode,1,2016
29,speechiness,0.0303,2016
29,acousticness,0.118,2016
29,instrumentalness,0.513,2016
29,liveness,0.11,2016
29,valence,0.733,2016
29,tempo,179.861,2016
29,type,audio_features,2016
29,id,1BlvDzR1MwebVS7f5uw5dw,2016
29,uri,spotify,2016
29,track_href,https,2016
29,analysis_url,https,2016
29,duration_ms,180907,2016
29,time_signature,4,2016
30,danceability,0.593,2016
30,energy,0.5,2016
30,key,1,2016
30,loudness,-8.532,2016
30,mode,1,2016
30,speechiness,0.029,2016
30,acousticness,0.707,2016
30,instrumentalness,1.24e-05,2016
30,liveness,0.0837,2016
30,valence,0.465,2016
30,tempo,117.996,2016
30,type,audio_features,2016
30,id,1Wdj4wRDYS7aT4CoPS0mAH,2016
30,uri,spotify,2016
30,track_href,https,2016
30,analysis_url,https,2016
30,duration_ms,180087,2016
30,time_signature,4,2016
31,danceability,0.387,2016
31,energy,0.821,2016
31,key,2,2016
31,loudness,-6.003,2016
31,mode,1,2016
31,speechiness,0.0545,2016
31,acousticness,0.00151,2016
31,instrumentalness,2.65e-06,2016
31,liveness,0.067,2016
31,valence,0.487,2016
31,tempo,80.027,2016
31,type,audio_features,2016
31,id,0y0DQuDcfnH5U6NCBTXX2x,2016
31,uri,spotify,2016
31,track_href,https,2016
31,analysis_url,https,2016
31,duration_ms,232227,2016
31,time_signature,4,2016
32,danceability,0.58,2016
32,energy,0.241,2016
32,key,11,2016
32,loudness,-12.643,2016
32,mode,1,2016
32,speechiness,0.0391,2016
32,acousticness,0.983,2016
32,instrumentalness,0,2016
32,liveness,0.06,2016
32,valence,0.661,2016
32,tempo,69.628,2016
32,type,audio_features,2016
32,id,498mDAmFKoZTd5BVucrH2M,2016
32,uri,spotify,2016
32,track_href,https,2016
32,analysis_url,https,2016
32,duration_ms,95840,2016
32,time_signature,4,2016
33,danceability,0.473,2016
33,energy,0.261,2016
33,key,8,2016
33,loudness,-12.264,2016
33,mode,1,2016
33,speechiness,0.031,2016
33,acousticness,0.131,2016
33,instrumentalness,0.896,2016
33,liveness,0.112,2016
33,valence,0.0354,2016
33,tempo,118.907,2016
33,type,audio_features,2016
33,id,21Ax4AEzjabxEOSxqAui3t,2016
33,uri,spotify,2016
33,track_href,https,2016
33,analysis_url,https,2016
33,duration_ms,274869,2016
33,time_signature,4,2016
34,danceability,0.407,2016
34,energy,0.577,2016
34,key,11,2016
34,loudness,-3.234,2016
34,mode,1,2016
34,speechiness,0.0584,2016
34,acousticness,0.00219,2016
34,instrumentalness,0.024,2016
34,liveness,0.0452,2016
34,valence,0.477,2016
34,tempo,134.407,2016
34,type,audio_features,2016
34,id,6tO7DkRXDeqrrkyx5ktBaF,2016
34,uri,spotify,2016
34,track_href,https,2016
34,analysis_url,https,2016
34,duration_ms,146960,2016
34,time_signature,4,2016
35,danceability,0.695,2016
35,energy,0.873,2016
35,key,7,2016
35,loudness,-4.444,2016
35,mode,0,2016
35,speechiness,0.058,2016
35,acousticness,0.0133,2016
35,instrumentalness,0.0306,2016
35,liveness,0.297,2016
35,valence,0.0368,2016
35,tempo,125.046,2016
35,type,audio_features,2016
35,id,5KswDKhryIhpETMs48CxbY,2016
35,uri,spotify,2016
35,track_href,https,2016
35,analysis_url,https,2016
35,duration_ms,477907,2016
35,time_signature,4,2016
36,danceability,0.386,2016
36,energy,0.175,2016
36,key,0,2016
36,loudness,-16.631,2016
36,mode,1,2016
36,speechiness,0.0324,2016
36,acousticness,0.916,2016
36,instrumentalness,0,2016
36,liveness,0.322,2016
36,valence,0.27,2016
36,tempo,96.064,2016
36,type,audio_features,2016
36,id,5Vh5sQCtEJ5hlQ2YYvmCmO,2016
36,uri,spotify,2016
36,track_href,https,2016
36,analysis_url,https,2016
36,duration_ms,116440,2016
36,time_signature,3,2016
37,danceability,0.431,2016
37,energy,0.177,2016
37,key,7,2016
37,loudness,-17.643,2016
37,mode,0,2016
37,speechiness,0.078,2016
37,acousticness,0.976,2016
37,instrumentalness,0.000136,2016
37,liveness,0.105,2016
37,valence,0.209,2016
37,tempo,79.791,2016
37,type,audio_features,2016
37,id,3L1InZl0IMmqmqtm5euyMW,2016
37,uri,spotify,2016
37,track_href,https,2016
37,analysis_url,https,2016
37,duration_ms,186147,2016
37,time_signature,4,2016
38,danceability,0.303,2016
38,energy,0.9,2016
38,key,2,2016
38,loudness,-2.352,2016
38,mode,0,2016
38,speechiness,0.0574,2016
38,acousticness,0.0277,2016
38,instrumentalness,0.635,2016
38,liveness,0.11,2016
38,valence,0.491,2016
38,tempo,149.508,2016
38,type,audio_features,2016
38,id,0LtOwyZoSNZKJWHqjzADpW,2016
38,uri,spotify,2016
38,track_href,https,2016
38,analysis_url,https,2016
38,duration_ms,192960,2016
38,time_signature,4,2016
39,danceability,0.552,2016
39,energy,0.649,2016
39,key,10,2016
39,loudness,-8.285,2016
39,mode,1,2016
39,speechiness,0.0274,2016
39,acousticness,0.157,2016
39,instrumentalness,0.000642,2016
39,liveness,0.277,2016
39,valence,0.49,2016
39,tempo,130.505,2016
39,type,audio_features,2016
39,id,5pBwNXW3vdbq7HHR6Jix71,2016
39,uri,spotify,2016
39,track_href,https,2016
39,analysis_url,https,2016
39,duration_ms,255253,2016
39,time_signature,4,2016
40,danceability,0.379,2016
40,energy,0.482,2016
40,key,0,2016
40,loudness,-9.54,2016
40,mode,1,2016
40,speechiness,0.0296,2016
40,acousticness,0.622,2016
40,instrumentalness,3.82e-06,2016
40,liveness,0.248,2016
40,valence,0.246,2016
40,tempo,96.094,2016
40,type,audio_features,2016
40,id,5strTQ70p3oSbyCUA2Hbz7,2016
40,uri,spotify,2016
40,track_href,https,2016
40,analysis_url,https,2016
40,duration_ms,184933,2016
40,time_signature,4,2016
41,danceability,0.647,2016
41,energy,0.338,2016
41,key,8,2016
41,loudness,-9.673,2016
41,mode,1,2016
41,speechiness,0.0516,2016
41,acousticness,0.481,2016
41,instrumentalness,0,2016
41,liveness,0.0879,2016
41,valence,0.511,2016
41,tempo,109.036,2016
41,type,audio_features,2016
41,id,0mF3Ysmjl4QluLh4sZVnzf,2016
41,uri,spotify,2016
41,track_href,https,2016
41,analysis_url,https,2016
41,duration_ms,175813,2016
41,time_signature,3,2016
42,danceability,0.703,2016
42,energy,0.549,2016
42,key,0,2016
42,loudness,-9.731,2016
42,mode,1,2016
42,speechiness,0.0295,2016
42,acousticness,0.326,2016
42,instrumentalness,0.00256,2016
42,liveness,0.082,2016
42,valence,0.385,2016
42,tempo,99.985,2016
42,type,audio_features,2016
42,id,5YVYVuNA44FT2yVxEXOw3r,2016
42,uri,spotify,2016
42,track_href,https,2016
42,analysis_url,https,2016
42,duration_ms,199743,2016
42,time_signature,5,2016
43,danceability,0.441,2016
43,energy,0.0421,2016
43,key,7,2016
43,loudness,-20.567,2016
43,mode,1,2016
43,speechiness,0.0322,2016
43,acousticness,0.99,2016
43,instrumentalness,1.58e-06,2016
43,liveness,0.289,2016
43,valence,0.156,2016
43,tempo,94.957,2016
43,type,audio_features,2016
43,id,7lrxmVwi62t7BLkEdNv4r6,2016
43,uri,spotify,2016
43,track_href,https,2016
43,analysis_url,https,2016
43,duration_ms,116600,2016
43,time_signature,4,2016
44,danceability,0.463,2016
44,energy,0.684,2016
44,key,4,2016
44,loudness,-9.034,2016
44,mode,1,2016
44,speechiness,0.0438,2016
44,acousticness,0.111,2016
44,instrumentalness,0.444,2016
44,liveness,0.0862,2016
44,valence,0.442,2016
44,tempo,104.321,2016
44,type,audio_features,2016
44,id,7w2MLwpwnsZUrz01Dna5RD,2016
44,uri,spotify,2016
44,track_href,https,2016
44,analysis_url,https,2016
44,duration_ms,183427,2016
44,time_signature,4,2016
45,danceability,0.644,2016
45,energy,0.711,2016
45,key,0,2016
45,loudness,-5.666,2016
45,mode,1,2016
45,speechiness,0.0319,2016
45,acousticness,0.217,2016
45,instrumentalness,0.000116,2016
45,liveness,0.128,2016
45,valence,0.204,2016
45,tempo,124.015,2016
45,type,audio_features,2016
45,id,471RMuDrTQqwjdaZ3zLp9L,2016
45,uri,spotify,2016
45,track_href,https,2016
45,analysis_url,https,2016
45,duration_ms,222600,2016
45,time_signature,4,2016
46,danceability,0.711,2016
46,energy,0.468,2016
46,key,4,2016
46,loudness,-4.797,2016
46,mode,0,2016
46,speechiness,0.0515,2016
46,acousticness,0.63,2016
46,instrumentalness,0.00427,2016
46,liveness,0.087,2016
46,valence,0.533,2016
46,tempo,127.458,2016
46,type,audio_features,2016
46,id,40WXqoyOLAAugGmJWZU1FY,2016
46,uri,spotify,2016
46,track_href,https,2016
46,analysis_url,https,2016
46,duration_ms,234973,2016
46,time_signature,4,2016
47,danceability,0.726,2016
47,energy,0.474,2016
47,key,1,2016
47,loudness,-7.834,2016
47,mode,0,2016
47,speechiness,0.0491,2016
47,acousticness,0.803,2016
47,instrumentalness,0,2016
47,liveness,0.258,2016
47,valence,0.57,2016
47,tempo,116.027,2016
47,type,audio_features,2016
47,id,0AQquaENerGps8BQmbPw14,2016
47,uri,spotify,2016
47,track_href,https,2016
47,analysis_url,https,2016
47,duration_ms,235733,2016
47,time_signature,4,2016
48,danceability,0.574,2016
48,energy,0.298,2016
48,key,9,2016
48,loudness,-15.824,2016
48,mode,0,2016
48,speechiness,0.0505,2016
48,acousticness,0.977,2016
48,instrumentalness,1.93e-05,2016
48,liveness,0.109,2016
48,valence,0.373,2016
48,tempo,143.915,2016
48,type,audio_features,2016
48,id,5VzUlV9jRio94UyYCSle5V,2016
48,uri,spotify,2016
48,track_href,https,2016
48,analysis_url,https,2016
48,duration_ms,74080,2016
48,time_signature,4,2016
49,danceability,0.617,2016
49,energy,0.874,2016
49,key,0,2016
49,loudness,-7.014,2016
49,mode,1,2016
49,speechiness,0.0358,2016
49,acousticness,0.391,2016
49,instrumentalness,0.363,2016
49,liveness,0.466,2016
49,valence,0.961,2016
49,tempo,89.596,2016
49,type,audio_features,2016
49,id,3Ni6ZPaSxnvzWTpP9chwY4,2016
49,uri,spotify,2016
49,track_href,https,2016
49,analysis_url,https,2016
49,duration_ms,170640,2016
49,time_signature,4,2016
50,danceability,0.317,2016
50,energy,0.736,2016
50,key,0,2016
50,loudness,-4.567,2016
50,mode,1,2016
50,speechiness,0.0395,2016
50,acousticness,0.715,2016
50,instrumentalness,0.000141,2016
50,liveness,0.178,2016
50,valence,0.545,2016
50,tempo,74.292,2016
50,type,audio_features,2016
50,id,3zE0ffPeli9k32BD6XWZju,2016
50,uri,spotify,2016
50,track_href,https,2016
50,analysis_url,https,2016
50,duration_ms,260427,2016
50,time_signature,4,2016
51,danceability,0.486,2016
51,energy,0.931,2016
51,key,10,2016
51,loudness,-4.711,2016
51,mode,1,2016
51,speechiness,0.108,2016
51,acousticness,0.00851,2016
51,instrumentalness,0,2016
51,liveness,0.104,2016
51,valence,0.595,2016
51,tempo,151.048,2016
51,type,audio_features,2016
51,id,4nIrKKu28sn0EqS6RUXbMj,2016
51,uri,spotify,2016
51,track_href,https,2016
51,analysis_url,https,2016
51,duration_ms,226800,2016
51,time_signature,4,2016
52,danceability,0.517,2016
52,energy,0.189,2016
52,key,11,2016
52,loudness,-15.111,2016
52,mode,1,2016
52,speechiness,0.048,2016
52,acousticness,0.964,2016
52,instrumentalness,0,2016
52,liveness,0.125,2016
52,valence,0.484,2016
52,tempo,88.337,2016
52,type,audio_features,2016
52,id,5pyLrlgDWxBxjh8JuUSeZE,2016
52,uri,spotify,2016
52,track_href,https,2016
52,analysis_url,https,2016
52,duration_ms,138133,2016
52,time_signature,4,2016
53,danceability,0.269,2016
53,energy,0.0661,2016
53,key,0,2016
53,loudness,-14.619,2016
53,mode,1,2016
53,speechiness,0.0328,2016
53,acousticness,0.953,2016
53,instrumentalness,0,2016
53,liveness,0.0977,2016
53,valence,0.0677,2016
53,tempo,69.734,2016
53,type,audio_features,2016
53,id,5gY2OMYemBTp6BPPTu5bKo,2016
53,uri,spotify,2016
53,track_href,https,2016
53,analysis_url,https,2016
53,duration_ms,286800,2016
53,time_signature,4,2016
54,danceability,0.825,2016
54,energy,0.156,2016
54,key,7,2016
54,loudness,-11.795,2016
54,mode,1,2016
54,speechiness,0.0489,2016
54,acousticness,0.949,2016
54,instrumentalness,0,2016
54,liveness,0.144,2016
54,valence,0.731,2016
54,tempo,115.935,2016
54,type,audio_features,2016
54,id,5h5jgdOL0vr26Dqi8m6GxN,2016
54,uri,spotify,2016
54,track_href,https,2016
54,analysis_url,https,2016
54,duration_ms,145800,2016
54,time_signature,4,2016
55,danceability,0.645,2016
55,energy,0.169,2016
55,key,9,2016
55,loudness,-15.744,2016
55,mode,1,2016
55,speechiness,0.0317,2016
55,acousticness,0.844,2016
55,instrumentalness,0.00019,2016
55,liveness,0.109,2016
55,valence,0.178,2016
55,tempo,167.826,2016
55,type,audio_features,2016
55,id,7K36drJq6lInkW6Kkojucp,2016
55,uri,spotify,2016
55,track_href,https,2016
55,analysis_url,https,2016
55,duration_ms,158014,2016
55,time_signature,4,2016
56,danceability,0.646,2016
56,energy,0.774,2016
56,key,11,2016
56,loudness,-6.261,2016
56,mode,1,2016
56,speechiness,0.0332,2016
56,acousticness,0.00408,2016
56,instrumentalness,0,2016
56,liveness,0.056,2016
56,valence,0.853,2016
56,tempo,114.929,2016
56,type,audio_features,2016
56,id,6lsX7cBPQpICjGCuLzzotO,2016
56,uri,spotify,2016
56,track_href,https,2016
56,analysis_url,https,2016
56,duration_ms,154813,2016
56,time_signature,4,2016
57,danceability,0.457,2016
57,energy,0.197,2016
57,key,11,2016
57,loudness,-10.644,2016
57,mode,1,2016
57,speechiness,0.0337,2016
57,acousticness,0.966,2016
57,instrumentalness,0,2016
57,liveness,0.195,2016
57,valence,0.164,2016
57,tempo,115.691,2016
57,type,audio_features,2016
57,id,3b7LLiMJmdogSnLkv1i6Rh,2016
57,uri,spotify,2016
57,track_href,https,2016
57,analysis_url,https,2016
57,duration_ms,228960,2016
57,time_signature,4,2016
58,danceability,0.54,2016
58,energy,0.202,2016
58,key,3,2016
58,loudness,-9.027,2016
