song,feature,score,playlist
10,mode,1,2018
10,speechiness,0.0328,2018
10,acousticness,0.327,2018
10,instrumentalness,0,2018
10,liveness,0.314,2018
10,valence,0.43,2018
10,tempo,104.983,2018
10,type,audio_features,2018
10,id,7zgU1zMg7eE350gysscNVi,2018
10,uri,spotify,2018
10,track_href,https,2018
10,analysis_url,https,2018
10,duration_ms,190287,2018
10,time_signature,4,2018
11,danceability,0.642,2018
11,energy,0.91,2018
11,key,10,2018
11,loudness,-4.033,2018
11,mode,1,2018
11,speechiness,0.127,2018
11,acousticness,0.0381,2018
11,instrumentalness,0.000127,2018
11,liveness,0.412,2018
11,valence,0.519,2018
11,tempo,103.127,2018
11,type,audio_features,2018
11,id,4NzZbRu1J9V5KrH2ZFs3O4,2018
11,uri,spotify,2018
11,track_href,https,2018
11,analysis_url,https,2018
11,duration_ms,194829,2018
11,time_signature,4,2018
12,danceability,0.524,2018
12,energy,0.872,2018
12,key,2,2018
12,loudness,-4.84,2018
12,mode,1,2018
12,speechiness,0.0805,2018
12,acousticness,0.0437,2018
12,instrumentalness,0.0362,2018
12,liveness,0.102,2018
12,valence,0.626,2018
12,tempo,133.99,2018
12,type,audio_features,2018
12,id,1T2asnfFTKOsdzvT3rLIo3,2018
12,uri,spotify,2018
12,track_href,https,2018
12,analysis_url,https,2018
12,duration_ms,167123,2018
12,time_signature,4,2018
13,danceability,0.452,2018
13,energy,0.622,2018
13,key,7,2018
13,loudness,-4.886,2018
13,mode,0,2018
13,speechiness,0.0429,2018
13,acousticness,0.0906,2018
13,instrumentalness,9.12e-06,2018
13,liveness,0.144,2018
13,valence,0.213,2018
13,tempo,87.995,2018
13,type,audio_features,2018
13,id,3MtxiqrTNRwtj9EIVDjRSU,2018
13,uri,spotify,2018
13,track_href,https,2018
13,analysis_url,https,2018
13,duration_ms,364091,2018
13,time_signature,4,2018
14,danceability,0.288,2018
14,energy,0.758,2018
14,key,6,2018
14,loudness,-5.692,2018
14,mode,0,2018
14,speechiness,0.0371,2018
14,acousticness,0.00616,2018
14,instrumentalness,0,2018
14,liveness,0.303,2018
14,valence,0.619,2018
14,tempo,97.094,2018
14,type,audio_features,2018
14,id,2AT8iROs4FQueDv2c8q2KE,2018
14,uri,spotify,2018
14,track_href,https,2018
14,analysis_url,https,2018
14,duration_ms,201726,2018
14,time_signature,4,2018
15,danceability,0.447,2018
15,energy,0.827,2018
15,key,4,2018
15,loudness,-5.195,2018
15,mode,1,2018
15,speechiness,0.124,2018
15,acousticness,7.7e-05,2018
15,instrumentalness,0.0145,2018
15,liveness,0.0917,2018
15,valence,0.411,2018
15,tempo,136.019,2018
15,type,audio_features,2018
15,id,2EDuTLFathp2H49IfULO9G,2018
15,uri,spotify,2018
15,track_href,https,2018
15,analysis_url,https,2018
15,duration_ms,210733,2018
15,time_signature,4,2018
16,danceability,0.677,2018
16,energy,0.832,2018
16,key,7,2018
16,loudness,-4.047,2018
16,mode,1,2018
16,speechiness,0.0404,2018
16,acousticness,0.197,2018
16,instrumentalness,0,2018
16,liveness,0.49,2018
16,valence,0.706,2018
16,tempo,86.994,2018
16,type,audio_features,2018
16,id,2BeHu27OvmbAlktA38t1NC,2018
16,uri,spotify,2018
16,track_href,https,2018
16,analysis_url,https,2018
16,duration_ms,199398,2018
16,time_signature,4,2018
17,danceability,0.454,2018
17,energy,0.82,2018
17,key,2,2018
17,loudness,-4.193,2018
17,mode,1,2018
17,speechiness,0.0567,2018
17,acousticness,0.132,2018
17,instrumentalness,0.000969,2018
17,liveness,0.115,2018
17,valence,0.575,2018
17,tempo,166.303,2018
17,type,audio_features,2018
17,id,0UV5zxRMz6AO4ZwUOZNIKI,2018
17,uri,spotify,2018
17,track_href,https,2018
17,analysis_url,https,2018
17,duration_ms,234800,2018
17,time_signature,4,2018
18,danceability,0.864,2018
18,energy,0.655,2018
18,key,11,2018
18,loudness,-9.438,2018
18,mode,1,2018
18,speechiness,0.0475,2018
18,acousticness,0.3,2018
18,instrumentalness,0.0285,2018
18,liveness,0.136,2018
18,valence,0.271,2018
18,tempo,113.033,2018
18,type,audio_features,2018
18,id,3xQgFxJfb3rfHIoBWd9M2u,2018
18,uri,spotify,2018
18,track_href,https,2018
18,analysis_url,https,2018
18,duration_ms,230037,2018
18,time_signature,4,2018
19,danceability,0.854,2018
19,energy,0.631,2018
19,key,11,2018
19,loudness,-8.197,2018
19,mode,0,2018
19,speechiness,0.0452,2018
19,acousticness,0.884,2018
19,instrumentalness,0.00999,2018
19,liveness,0.202,2018
19,valence,0.609,2018
19,tempo,119.986,2018
19,type,audio_features,2018
19,id,4Z3P5tSmsB7BkFHFc38dz7,2018
19,uri,spotify,2018
19,track_href,https,2018
19,analysis_url,https,2018
19,duration_ms,228062,2018
19,time_signature,4,2018
20,danceability,0.674,2018
20,energy,0.588,2018
20,key,1,2018
20,loudness,-4.849,2018
20,mode,1,2018
20,speechiness,0.0403,2018
20,acousticness,0.179,2018
20,instrumentalness,1.44e-06,2018
20,liveness,0.0938,2018
20,valence,0.585,2018
20,tempo,94.077,2018
20,type,audio_features,2018
20,id,3OJ0qtEbfXrqSWizwfKkaZ,2018
20,uri,spotify,2018
20,track_href,https,2018
20,analysis_url,https,2018
20,duration_ms,231303,2018
20,time_signature,4,2018
21,danceability,0.559,2018
21,energy,0.784,2018
21,key,1,2018
21,loudness,-5.203,2018
21,mode,0,2018
21,speechiness,0.0426,2018
21,acousticness,0.00979,2018
21,instrumentalness,0,2018
21,liveness,0.152,2018
21,valence,0.667,2018
21,tempo,101.998,2018
21,type,audio_features,2018
21,id,48TgHQ5tyu2tvrzeudIaBl,2018
21,uri,spotify,2018
21,track_href,https,2018
21,analysis_url,https,2018
21,duration_ms,226466,2018
21,time_signature,4,2018
22,danceability,0.214,2018
22,energy,0.747,2018
22,key,11,2018
22,loudness,-5.12,2018
22,mode,1,2018
22,speechiness,0.0513,2018
22,acousticness,0.037,2018
22,instrumentalness,1.71e-05,2018
22,liveness,0.0759,2018
22,valence,0.325,2018
22,tempo,177.081,2018
22,type,audio_features,2018
22,id,6Bu2GVIcWsPQLkEmq3yrWx,2018
22,uri,spotify,2018
22,track_href,https,2018
22,analysis_url,https,2018
22,duration_ms,214400,2018
22,time_signature,4,2018
23,danceability,0.553,2018
23,energy,0.932,2018
23,key,0,2018
23,loudness,-5.74,2018
23,mode,1,2018
23,speechiness,0.053,2018
23,acousticness,0.00214,2018
23,instrumentalness,4.35e-06,2018
23,liveness,0.0967,2018
23,valence,0.791,2018
23,tempo,139.999,2018
23,type,audio_features,2018
23,id,4xe0FrPoBqELU1p7ZbEFpK,2018
23,uri,spotify,2018
23,track_href,https,2018
23,analysis_url,https,2018
23,duration_ms,213147,2018
23,time_signature,4,2018
24,danceability,0.542,2018
24,energy,0.906,2018
24,key,9,2018
24,loudness,-4.213,2018
24,mode,1,2018
24,speechiness,0.0491,2018
24,acousticness,0.021,2018
24,instrumentalness,0.00043,2018
24,liveness,0.377,2018
24,valence,0.515,2018
24,tempo,120.014,2018
24,type,audio_features,2018
24,id,6CES1554HcWMIVroJfmmBm,2018
24,uri,spotify,2018
24,track_href,https,2018
24,analysis_url,https,2018
24,duration_ms,245456,2018
24,time_signature,4,2018
25,danceability,0.588,2018
25,energy,0.952,2018
25,key,7,2018
25,loudness,-3.885,2018
25,mode,1,2018
25,speechiness,0.0373,2018
25,acousticness,0.00144,2018
25,instrumentalness,0.000706,2018
25,liveness,0.283,2018
25,valence,0.524,2018
25,tempo,135.981,2018
25,type,audio_features,2018
25,id,2gSjOPTCqZEjM18Zv0W94w,2018
25,uri,spotify,2018
25,track_href,https,2018
25,analysis_url,https,2018
25,duration_ms,227051,2018
25,time_signature,4,2018
26,danceability,0.539,2018
26,energy,0.41,2018
26,key,11,2018
26,loudness,-10.079,2018
26,mode,0,2018
26,speechiness,0.0338,2018
26,acousticness,0.672,2018
26,instrumentalness,0.0137,2018
26,liveness,0.0768,2018
26,valence,0.3,2018
26,tempo,83.03,2018
26,type,audio_features,2018
26,id,6NSYrv5GuXzlpLkOqlBe9N,2018
26,uri,spotify,2018
26,track_href,https,2018
26,analysis_url,https,2018
26,duration_ms,256926,2018
26,time_signature,4,2018
27,danceability,0.641,2018
27,energy,0.639,2018
27,key,11,2018
27,loudness,-12.974,2018
27,mode,1,2018
27,speechiness,0.0312,2018
27,acousticness,0.466,2018
27,instrumentalness,0.0167,2018
27,liveness,0.0757,2018
27,valence,0.618,2018
27,tempo,125.067,2018
27,type,audio_features,2018
27,id,0kSs2zmoa2t9YrXzEDHSYJ,2018
27,uri,spotify,2018
27,track_href,https,2018
27,analysis_url,https,2018
27,duration_ms,358373,2018
27,time_signature,4,2018
28,danceability,0.746,2018
28,energy,0.765,2018
28,key,3,2018
28,loudness,-5.487,2018
28,mode,1,2018
28,speechiness,0.054,2018
28,acousticness,0.366,2018
28,instrumentalness,0.00156,2018
28,liveness,0.0799,2018
28,valence,0.972,2018
28,tempo,154.971,2018
28,type,audio_features,2018
28,id,0bkNJm3BcQyHpytMI7a3TX,2018
28,uri,spotify,2018
28,track_href,https,2018
28,analysis_url,https,2018
28,duration_ms,207192,2018
28,time_signature,5,2018
29,danceability,0.55,2018
29,energy,0.596,2018
29,key,7,2018
29,loudness,-8.214,2018
29,mode,1,2018
29,speechiness,0.134,2018
29,acousticness,0.162,2018
29,instrumentalness,0.00481,2018
29,liveness,0.0805,2018
29,valence,0.253,2018
29,tempo,165.736,2018
29,type,audio_features,2018
29,id,7p4vHnYXkxlzvfePJVpcTr,2018
29,uri,spotify,2018
29,track_href,https,2018
29,analysis_url,https,2018
29,duration_ms,297404,2018
29,time_signature,4,2018
30,danceability,0.65,2018
30,energy,0.52,2018
30,key,1,2018
30,loudness,-10.206,2018
30,mode,1,2018
30,speechiness,0.0413,2018
30,acousticness,0.00306,2018
30,instrumentalness,0.00553,2018
30,liveness,0.112,2018
30,valence,0.401,2018
30,tempo,89.999,2018
30,type,audio_features,2018
30,id,2xdYO2kc8ZQ711YFCO2Wth,2018
30,uri,spotify,2018
30,track_href,https,2018
30,analysis_url,https,2018
30,duration_ms,265893,2018
30,time_signature,4,2018
31,danceability,0.707,2018
31,energy,0.725,2018
31,key,9,2018
31,loudness,-6.691,2018
31,mode,1,2018
31,speechiness,0.0343,2018
31,acousticness,0.00554,2018
31,instrumentalness,0.000473,2018
31,liveness,0.18,2018
31,valence,0.791,2018
31,tempo,119.979,2018
31,type,audio_features,2018
31,id,32tAyhy8cszoMMw1XGwlyE,2018
31,uri,spotify,2018
31,track_href,https,2018
31,analysis_url,https,2018
31,duration_ms,185513,2018
31,time_signature,4,2018
32,danceability,0.67,2018
32,energy,0.769,2018
32,key,6,2018
32,loudness,-5.134,2018
32,mode,1,2018
32,speechiness,0.0326,2018
32,acousticness,0.0213,2018
32,instrumentalness,7.96e-05,2018
32,liveness,0.0763,2018
32,valence,0.718,2018
32,tempo,119.996,2018
32,type,audio_features,2018
32,id,3wCB2DBI3EEMFvwC90TEKK,2018
32,uri,spotify,2018
32,track_href,https,2018
32,analysis_url,https,2018
32,duration_ms,185064,2018
32,time_signature,4,2018
33,danceability,0.608,2018
33,energy,0.899,2018
33,key,2,2018
33,loudness,-3.185,2018
33,mode,1,2018
33,speechiness,0.0392,2018
33,acousticness,0.0125,2018
33,instrumentalness,0,2018
33,liveness,0.211,2018
33,valence,0.652,2018
33,tempo,105.032,2018
33,type,audio_features,2018
33,id,7k1pfmKI7t0AprW7SEdFpC,2018
33,uri,spotify,2018
33,track_href,https,2018
33,analysis_url,https,2018
33,duration_ms,185429,2018
33,time_signature,4,2018
34,danceability,0.749,2018
34,energy,0.723,2018
34,key,1,2018
34,loudness,-6.609,2018
34,mode,1,2018
34,speechiness,0.0432,2018
34,acousticness,0.0563,2018
34,instrumentalness,0.022,2018
34,liveness,0.0977,2018
34,valence,0.674,2018
34,tempo,108.999,2018
34,type,audio_features,2018
34,id,5HeKOKc4phmLn8e4I7EkzD,2018
34,uri,spotify,2018
34,track_href,https,2018
34,analysis_url,https,2018
34,duration_ms,229120,2018
34,time_signature,4,2018
35,danceability,0.398,2018
35,energy,0.706,2018
35,key,7,2018
35,loudness,-4.301,2018
35,mode,1,2018
35,speechiness,0.0565,2018
35,acousticness,0.129,2018
35,instrumentalness,6.89e-06,2018
35,liveness,0.293,2018
35,valence,0.516,2018
35,tempo,122.049,2018
35,type,audio_features,2018
35,id,0NoN2f4Qmp0J7QCbk22z6P,2018
35,uri,spotify,2018
35,track_href,https,2018
35,analysis_url,https,2018
35,duration_ms,241787,2018
35,time_signature,4,2018
36,danceability,0.78,2018
36,energy,0.574,2018
36,key,7,2018
36,loudness,-10.481,2018
36,mode,0,2018
36,speechiness,0.0385,2018
36,acousticness,0.144,2018
36,instrumentalness,0.0123,2018
36,liveness,0.108,2018
36,valence,0.391,2018
36,tempo,100.008,2018
36,type,audio_features,2018
36,id,7GdwIsiVLKrsvwFsdBK9Cy,2018
36,uri,spotify,2018
36,track_href,https,2018
36,analysis_url,https,2018
36,duration_ms,243163,2018
36,time_signature,4,2018
37,danceability,0.751,2018
37,energy,0.727,2018
37,key,10,2018
37,loudness,-9.789,2018
37,mode,0,2018
37,speechiness,0.0304,2018
37,acousticness,0.0442,2018
37,instrumentalness,0.0333,2018
37,liveness,0.1,2018
37,valence,0.28,2018
37,tempo,119.983,2018
37,type,audio_features,2018
37,id,3NuzLWsRZXO1QsBUEWseGd,2018
37,uri,spotify,2018
37,track_href,https,2018
37,analysis_url,https,2018
37,duration_ms,256000,2018
37,time_signature,4,2018
38,danceability,0.463,2018
38,energy,0.755,2018
38,key,5,2018
38,loudness,-5.693,2018
38,mode,0,2018
38,speechiness,0.0333,2018
38,acousticness,0.106,2018
38,instrumentalness,0.000239,2018
38,liveness,0.12,2018
38,valence,0.589,2018
38,tempo,145.023,2018
38,type,audio_features,2018
38,id,5hAzmOywH0Z5QNz44IS8nh,2018
38,uri,spotify,2018
38,track_href,https,2018
38,analysis_url,https,2018
38,duration_ms,284080,2018
38,time_signature,4,2018
39,danceability,0.6,2018
39,energy,0.535,2018
39,key,5,2018
39,loudness,-8.187,2018
39,mode,0,2018
39,speechiness,0.024,2018
39,acousticness,0.214,2018
39,instrumentalness,0.00149,2018
39,liveness,0.14,2018
39,valence,0.72,2018
39,tempo,108.049,2018
39,type,audio_features,2018
39,id,1UaRV2N4DsboFIr5FxCH3P,2018
39,uri,spotify,2018
39,track_href,https,2018
39,analysis_url,https,2018
39,duration_ms,185598,2018
39,time_signature,4,2018
40,danceability,0.508,2018
40,energy,0.692,2018
40,key,9,2018
40,loudness,-4.783,2018
40,mode,1,2018
40,speechiness,0.0334,2018
40,acousticness,0.0645,2018
40,instrumentalness,0.0434,2018
40,liveness,0.0882,2018
40,valence,0.55,2018
40,tempo,125.106,2018
40,type,audio_features,2018
40,id,3HV23W4RT8HvPH2AP0lDOc,2018
40,uri,spotify,2018
40,track_href,https,2018
40,analysis_url,https,2018
40,duration_ms,188427,2018
40,time_signature,4,2018
41,danceability,0.91,2018
41,energy,0.37,2018
41,key,1,2018
41,loudness,-10.731,2018
41,mode,0,2018
41,speechiness,0.0413,2018
41,acousticness,0.302,2018
41,instrumentalness,0.00143,2018
41,liveness,0.067,2018
41,valence,0.962,2018
41,tempo,112.033,2018
41,type,audio_features,2018
41,id,61au8r2wPFZVPhEG11bQTx,2018
41,uri,spotify,2018
41,track_href,https,2018
41,analysis_url,https,2018
41,duration_ms,171696,2018
41,time_signature,4,2018
42,danceability,0.353,2018
42,energy,0.893,2018
42,key,2,2018
42,loudness,-4.327,2018
42,mode,1,2018
42,speechiness,0.102,2018
42,acousticness,0.0393,2018
42,instrumentalness,0,2018
42,liveness,0.0905,2018
42,valence,0.507,2018
42,tempo,154.002,2018
42,type,audio_features,2018
42,id,50VwKW6Dy7xBL6PPsNmFJC,2018
42,uri,spotify,2018
42,track_href,https,2018
42,analysis_url,https,2018
42,duration_ms,217382,2018
42,time_signature,4,2018
43,danceability,0.443,2018
43,energy,0.403,2018
43,key,0,2018
43,loudness,-8.339,2018
43,mode,1,2018
43,speechiness,0.0322,2018
43,acousticness,0.631,2018
43,instrumentalness,0,2018
43,liveness,0.111,2018
43,valence,0.41,2018
43,tempo,143.462,2018
43,type,audio_features,2018
43,id,7iN1s7xHE4ifF5povM6A48,2018
43,uri,spotify,2018
43,track_href,https,2018
43,analysis_url,https,2018
43,duration_ms,243027,2018
43,time_signature,4,2018
44,danceability,0.64,2018
44,energy,0.608,2018
44,key,2,2018
44,loudness,-5.832,2018
44,mode,1,2018
44,speechiness,0.0339,2018
44,acousticness,0.189,2018
44,instrumentalness,0.385,2018
44,liveness,0.382,2018
44,valence,0.622,2018
44,tempo,99.979,2018
44,type,audio_features,2018
44,id,5hFSugZQs0ZbzOS4fx68wY,2018
44,uri,spotify,2018
44,track_href,https,2018
44,analysis_url,https,2018
44,duration_ms,205840,2018
44,time_signature,4,2018
45,danceability,0.464,2018
45,energy,0.76,2018
45,key,5,2018
45,loudness,-5.938,2018
45,mode,1,2018
45,speechiness,0.0296,2018
45,acousticness,0.302,2018
45,instrumentalness,1.87e-05,2018
45,liveness,0.349,2018
45,valence,0.392,2018
45,tempo,87.982,2018
45,type,audio_features,2018
45,id,6zkUA9gcgPJHaGQcSQBVC6,2018
45,uri,spotify,2018
45,track_href,https,2018
45,analysis_url,https,2018
45,duration_ms,250948,2018
45,time_signature,4,2018
46,danceability,0.656,2018
46,energy,0.828,2018
46,key,1,2018
46,loudness,-5.045,2018
46,mode,0,2018
46,speechiness,0.0504,2018
46,acousticness,0.000331,2018
46,instrumentalness,0.486,2018
46,liveness,0.197,2018
46,valence,0.437,2018
46,tempo,121.991,2018
46,type,audio_features,2018
46,id,6MtIerVDZGoo78DJqT4HoJ,2018
46,uri,spotify,2018
46,track_href,https,2018
46,analysis_url,https,2018
46,duration_ms,158027,2018
46,time_signature,4,2018
47,danceability,0.606,2018
47,energy,0.915,2018
47,key,10,2018
47,loudness,-3.292,2018
47,mode,0,2018
47,speechiness,0.166,2018
47,acousticness,0.259,2018
47,instrumentalness,0.107,2018
47,liveness,0.105,2018
47,valence,0.551,2018
47,tempo,100.433,2018
47,type,audio_features,2018
47,id,2lrRWbiHPdBicufAqrGN3r,2018
47,uri,spotify,2018
47,track_href,https,2018
47,analysis_url,https,2018
47,duration_ms,232547,2018
47,time_signature,4,2018
48,danceability,0.456,2018
48,energy,0.731,2018
48,key,9,2018
48,loudness,-10.366,2018
48,mode,1,2018
48,speechiness,0.0571,2018
48,acousticness,0.00844,2018
48,instrumentalness,0.00149,2018
48,liveness,0.17,2018
48,valence,0.604,2018
48,tempo,100.321,2018
48,type,audio_features,2018
48,id,0AchNkF0dOqVlZoOhkTvRf,2018
48,uri,spotify,2018
48,track_href,https,2018
48,analysis_url,https,2018
48,duration_ms,259267,2018
48,time_signature,4,2018
49,danceability,0.577,2018
49,energy,0.349,2018
49,key,4,2018
49,loudness,-7.957,2018
49,mode,1,2018
49,speechiness,0.0251,2018
49,acousticness,0.764,2018
49,instrumentalness,0.000157,2018
49,liveness,0.103,2018
49,valence,0.209,2018
49,tempo,130.136,2018
49,type,audio_features,2018
49,id,3UTD8DQ1liGCFd9lE0gQDR,2018
49,uri,spotify,2018
49,track_href,https,2018
49,analysis_url,https,2018
49,duration_ms,232440,2018
49,time_signature,3,2018
50,danceability,0.508,2018
50,energy,0.842,2018
50,key,1,2018
50,loudness,-4.372,2018
50,mode,1,2018
50,speechiness,0.0281,2018
50,acousticness,0.000433,2018
50,instrumentalness,5.08e-06,2018
50,liveness,0.185,2018
50,valence,0.712,2018
50,tempo,95.983,2018
50,type,audio_features,2018
50,id,5Sx7Z0S2kktzKsmQHBZey0,2018
50,uri,spotify,2018
50,track_href,https,2018
50,analysis_url,https,2018
50,duration_ms,214786,2018
50,time_signature,4,2018
51,danceability,0.801,2018
51,energy,0.795,2018
51,key,1,2018
51,loudness,-5.115,2018
51,mode,0,2018
51,speechiness,0.0504,2018
51,acousticness,0.0417,2018
51,instrumentalness,0.000113,2018
51,liveness,0.0717,2018
51,valence,0.754,2018
51,tempo,79.028,2018
51,type,audio_features,2018
51,id,6QgjcU0zLnzq5OrUoSZ3OK,2018
51,uri,spotify,2018
51,track_href,https,2018
51,analysis_url,https,2018
51,duration_ms,163253,2018
51,time_signature,4,2018
52,danceability,0.699,2018
52,energy,0.601,2018
52,key,0,2018
52,loudness,-6.48,2018
52,mode,1,2018
52,speechiness,0.0304,2018
52,acousticness,0.0972,2018
52,instrumentalness,1.17e-05,2018
52,liveness,0.562,2018
52,valence,0.434,2018
52,tempo,98.04,2018
52,type,audio_features,2018
52,id,6olUplztLFFfU7fMYmFXOP,2018
52,uri,spotify,2018
52,track_href,https,2018
52,analysis_url,https,2018
52,duration_ms,252013,2018
52,time_signature,4,2018
53,danceability,0.7,2018
53,energy,0.934,2018
53,key,6,2018
53,loudness,-5.941,2018
53,mode,0,2018
53,speechiness,0.17,2018
53,acousticness,0.0857,2018
53,instrumentalness,0.226,2018
53,liveness,0.114,2018
53,valence,0.224,2018
53,tempo,92.973,2018
53,type,audio_features,2018
53,id,2uBhGx3m5iJrtsql8Qk00j,2018
53,uri,spotify,2018
53,track_href,https,2018
53,analysis_url,https,2018
53,duration_ms,145947,2018
53,time_signature,4,2018
54,danceability,0.415,2018
54,energy,0.702,2018
54,key,2,2018
54,loudness,-3.73,2018
54,mode,1,2018
54,speechiness,0.04,2018
54,acousticness,0.109,2018
54,instrumentalness,0,2018
54,liveness,0.119,2018
54,valence,0.68,2018
54,tempo,129.682,2018
54,type,audio_features,2018
54,id,4o9jb1jtIFCYJUkrEX9B2w,2018
54,uri,spotify,2018
54,track_href,https,2018
54,analysis_url,https,2018
54,duration_ms,158533,2018
54,time_signature,4,2018
55,danceability,0.924,2018
55,energy,0.386,2018
55,key,9,2018
55,loudness,-8.183,2018
55,mode,1,2018
55,speechiness,0.0548,2018
55,acousticness,0.755,2018
55,instrumentalness,0.00253,2018
55,liveness,0.118,2018
55,valence,0.424,2018
55,tempo,108.957,2018
55,type,audio_features,2018
55,id,2a56L9B8RtB4vhzXCYAFFU,2018
55,uri,spotify,2018
55,track_href,https,2018
55,analysis_url,https,2018
55,duration_ms,179125,2018
55,time_signature,4,2018
56,danceability,0.617,2018
56,energy,0.536,2018
56,key,3,2018
56,loudness,-6.258,2018
56,mode,1,2018
56,speechiness,0.0232,2018
56,acousticness,0.115,2018
56,instrumentalness,1.95e-06,2018
56,liveness,0.108,2018
56,valence,0.429,2018
56,tempo,92.72,2018
56,type,audio_features,2018
56,id,0bQQsSXb143RQIKCTAnc82,2018
56,uri,spotify,2018
56,track_href,https,2018
56,analysis_url,https,2018
56,duration_ms,265467,2018
56,time_signature,4,2018
57,danceability,0.454,2018
57,energy,0.814,2018
57,key,7,2018
57,loudness,-3.539,2018
57,mode,1,2018
57,speechiness,0.0393,2018
57,acousticness,0.184,2018
57,instrumentalness,0,2018
57,liveness,0.183,2018
57,valence,0.162,2018
57,tempo,123.885,2018
57,type,audio_features,2018
57,id,0esd0AL4TygoM6UuUIxmd8,2018
57,uri,spotify,2018
57,track_href,https,2018
57,analysis_url,https,2018
57,duration_ms,224933,2018
57,time_signature,4,2018
